Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09958382695913315,0.10001677609169887,0.09958382695913315,0.09958382695913315,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09482138921152826,0.09482138921152826,0.0943884402513504,0.0943884402513504,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08789350593485028,0.08789350593485028,0.08746056258678436,0.08746056258678436,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.0896252766251564,0.09005822568514497,0.0896252766251564,0.0896252766251564,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09222371131181717,0.09265665448421892,0.09222371131181717,0.09222371131181717,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09785201400518417,0.09828496301392796,0.09785201400518417,0.09785201400518417,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10261441022157669,0.10304813377718831,0.10261441022157669,0.10261441022157669,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10694465786218642,0.10737760686223131,0.10694465786218642,0.10694465786218643,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11257297545671464,0.11300592451552123,0.11257297545671464,0.11257297545671463,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12296440452337265,0.12339735339343894,0.12296440452337265,0.12296440452337265,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12469626218080519,0.1251292113068948,0.12469626218080519,0.1246962621808052,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12209858670785889,0.12209858670785889,0.12166564911603928,0.12166564911603928,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11863500954656848,0.11863500954656848,0.11820206046104431,0.11820206046104431,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11950086057186127,0.12036675848506875,0.11950086057186127,0.11950086057186127,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11733613818050007,0.11733613818050007,0.11690320074558258,0.11690320074558258,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11213999556777629,0.11213999556777629,0.11170704662799834,0.11170704662799835,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10737760686223131,0.10737760686223131,0.10694465786218642,0.10694465786218643,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10521291870142735,0.10521291870142735,0.10477998107671738,0.10477998107671738,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1104082316160202,0.11084118063518861,0.1104082316160202,0.1104082316160202,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11040822647658963,0.11040822647658963,0.10954234004020691,0.10954234004020691,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10607880689619131,0.10607880689619131,0.10564585775136948,0.10564585775136948,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10607873648405074,0.10651168534149308,0.10607873648405074,0.10607873648405075,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10824353247880936,0.10910941913816821,0.10824353247880936,0.10824353247880936,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10781057507905109,0.10781057507905109,0.10737762600183487,0.10737762600183487,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11387182027101517,0.11430476936479905,0.11387182027101517,0.11387182027101517,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11084118063518861,0.11084118063518861,0.1104082316160202,0.1104082316160202,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11257297545671464,0.11343886201267914,0.11257297545671464,0.11257297545671463,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11387182027101517,0.11473771845858294,0.11387182027101517,0.11387182027101517,35548800,0.0,0.0
